source,target,model,operating_point,average_precision_mean,average_precision_std,average_precision_count,roc_auc_mean,roc_auc_std,roc_auc_count,f1_mean,f1_std,f1_count,recall_mean,recall_std,recall_count,precision_mean,precision_std,precision_count,fpr_mean,fpr_std,fpr_count,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_count,predicted_malicious_fraction_mean,predicted_malicious_fraction_std,predicted_malicious_fraction_count
mendeley,iscx,dqn,validation_f1,0.39116402545342793,0.06465502284478337,5,0.6040445643461507,0.07278763300673889,5,0.0010741345654367684,0.0024018379052988103,5,-0.0006591957811469928,0.0014740065771257503,5,0.0013684229915485902,0.0030598868310762676,5,-0.006041131105398456,0.013508379812659396,5,0.0026909676621257317,0.006017186617766822,5,-0.0033843150016270806,0.007567558400910464,5
mendeley,iscx,dqn,validation_fpr_limit,0.39116402545342793,0.06465502284478337,5,0.6040445643461507,0.07278763300673889,5,0.07853275025186965,0.04615578920132569,5,-0.020698747528015815,0.03152651634480899,5,0.5777860099829288,0.08343513356185261,5,-0.4876606683804628,0.10467236099785464,5,0.23348096042622343,0.06481977505013567,5,-0.2571428571428572,0.04286493777485926,5
mendeley,iscx,logistic,default,0.4167257977343827,0.0,5,0.6297531150813489,0.0,5,0.1992261618951544,0.0,5,-0.1568885959129862,0.0,5,0.3852251619496252,0.0,5,-0.88560411311054,0.0,5,0.3643577585987768,0.0,5,-0.525870484868207,0.0,5
mendeley,iscx,logistic,validation_f1,0.4167257977343827,0.0,5,0.6297531150813489,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5
mendeley,iscx,logistic,validation_fpr_limit,0.4167257977343827,0.0,5,0.6297531150813489,0.0,5,0.0028968667037853058,0.0,5,-0.06130520764667108,0.0,5,0.5231334895776086,0.0,5,-0.34897172236503854,0.0,5,0.14383325735918384,0.0,5,-0.20696387894565574,0.0,5
mendeley,iscx,mlp,default,0.18521680756620681,0.039468808120340024,5,0.31874992586165696,0.049507656778612595,5,0.025379734172157442,0.05561799942468368,5,-0.32392880685563613,0.1720978271261551,5,0.25597029431118556,0.12040798312524303,5,-0.7325192802056556,0.20748423770730295,5,0.2042952366750097,0.03550537376721012,5,-0.5308167914090466,0.18750597656650964,5
mendeley,iscx,mlp,validation_f1,0.18521680756620681,0.039468808120340024,5,0.31874992586165696,0.049507656778612595,5,0.020917657044471172,0.019649443425671296,5,-0.06802900461437048,0.062134928544726305,5,0.04744137550919164,0.04388369235312507,5,-0.21285347043701802,0.19536556271448047,5,0.07241223291132377,0.06673268608403998,5,-0.14136023429873085,0.12953528469090203,5
mendeley,iscx,mlp,validation_fpr_limit,0.18521680756620681,0.039468808120340024,5,0.31874992586165696,0.049507656778612595,5,-0.11483481821792023,0.036787122253224856,5,-0.15702043506921556,0.023978784536616282,5,0.27398061726763945,0.07453704119052243,5,-0.20154241645244214,0.05748713754865784,5,0.022260990691613313,0.038433439456686896,5,-0.1795639440286365,0.021915914659319476,5
mendeley,iscx,random_forest,default,0.09553729371611475,0.015089962179926307,5,0.07246489231723419,0.00708325470079887,5,-0.051390660342989,0.0037659780268250185,5,-0.33170731707317075,0.0017688078925509093,5,0.08378418287964048,0.007939028635293171,5,-0.5055269922879178,0.01493853094679516,5,0.0869098376073735,0.006845434545731157,5,-0.4197201431825578,0.008227271379400184,5
mendeley,iscx,random_forest,validation_f1,0.09553729371611475,0.015089962179926307,5,0.07246489231723419,0.00708325470079887,5,-0.0022732075549048323,0.0011274822228225657,5,0.010942649967040197,0.004812580685153324,5,-0.005283007742813717,0.0007340223544357329,5,0.03161953727506428,0.006052742765023686,5,-0.010338443654012042,0.0014165876284409943,5,0.0214123006833713,0.005289368766229436,5
